time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_D0,Current_temp_D1,Current_temp_D2,Current_temp_D3,Current_temp_D4,Current_temp_D5,Current_temp_D6,Current_temp_D7_Ableiter-/Heater,Target_temp_D0,Target_temp_D1,Target_temp_D2,Target_temp_D3,Target_temp_D4,Target_temp_D5,Target_temp_D6,Target_temp_D7_Ableiter-/Heater,kp_D0,kp_D1,kp_D2,kp_D3,kp_D4,kp_D5,kp_D6,kp_D7_Ableiter-/Heater,ki_D0,ki_D1,ki_D2,ki_D3,ki_D4,ki_D5,ki_D6,ki_D7_Ableiter-/Heater,kd_D0,kd_D1,kd_D2,kd_D3,kd_D4,kd_D5,kd_D6,kd_D7_Ableiter-/Heater,Output_D0,Output_D1,Output_D2,Output_D3,Output_D4,Output_D5,Output_D6,Output_D7_Ableiter-/Heater,BaSyTec Line.Loop_D0,BaSyTec Line.Loop_D1,BaSyTec Line.Loop_D2,BaSyTec Line.Loop_D3,BaSyTec Line.Loop_D4,BaSyTec Line.Loop_D5,BaSyTec Line.Loop_D6,BaSyTec Line.Loop_D7_Ableiter-/Heater
20250128 _164619,45685.6988391088,1738082779.69939,00:00:00,24.99,25,25,25.01,25,24.99,25,24.82,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.31,12.67,12.37,9.51,11.54,10.5,10.67,49.24,.,.,.,.,.,.,.,.
20250128 _164620,45685.6988508102,1738082780.71093,00:00:00,24.99,25.01,24.99,25,25,25,25.01,25.25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.37,12.31,10.71,11.27,13.43,10.32,10.53,-61.9,.,.,.,.,.,.,.,.
20250128 _164621,45685.698862419,1738082781.71322,00:00:00,25,25,24.99,24.99,25,25,25.01,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.18,14.29,10.76,11.58,11.5,10.2,10.48,53.06,.,.,.,.,.,.,.,.
20250128 _164622,45685.6988740278,1738082782.71601,00:00:00,25.01,25,25,24.99,25.01,25,25,25.33,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.93,12.44,10.67,11.73,11.35,10.16,12.49,-64.87,.,.,.,.,.,.,.,.
20250128 _164623,45685.6988857523,1738082783.72976,00:00:00,25.01,25,25.01,25,25,25,25,25.25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.88,12.57,10.43,11.57,11.45,10.26,10.69,-7.01,.,.,.,.,.,.,.,.
20250128 _164624,45685.6988974769,1738082784.74287,00:00:00,25.01,25,25.01,25,24.99,25,25,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.94,12.6,10.37,11.36,11.71,10.38,10.73,-29.82,.,.,.,.,.,.,.,.
20250128 _164625,45685.698909213,1738082785.75655,00:00:00,25,25,25,25.01,25,25,25.01,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.16,12.63,10.55,11.21,11.64,10.31,10.51,38.83,.,.,.,.,.,.,.,.
20250128 _164626,45685.6989209491,1738082786.77045,00:00:00,24.99,25,24.99,25,25.01,25.01,25.01,25.23,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.31,12.55,10.69,11.38,11.41,10.06,10.35,-61.36,.,.,.,.,.,.,.,.
20250128 _164627,45685.6989325694,1738082787.77439,00:00:00,25,25.01,25,25,25.01,25,25,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.12,12.3,8.84,11.6,11.38,10.12,10.41,49.15,.,.,.,.,.,.,.,.
20250128 _164628,45685.6989442593,1738082788.78477,00:00:00,25.01,25.01,25,24.99,25,25,25,24.67,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.99,12.26,10.51,11.64,11.47,10.21,10.63,36.58,.,.,.,.,.,.,.,.
20250128 _164629,45685.6989559606,1738082789.79565,00:00:00,25,25,25,25,24.99,24.99,24.99,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.07,10.39,10.48,9.75,11.72,10.45,10.77,-22.03,.,.,.,.,.,.,.,.
20250128 _164630,45685.6989676852,1738082790.80895,00:00:00,25,25,25,25,25,25,25,24.75,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.18,12.45,10.58,11.34,11.65,10.39,10.69,14.74,.,.,.,.,.,.,.,.
20250128 _164631,45685.6989794097,1738082791.8219,00:00:00,24.99,25,24.99,25,25,25,25.01,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.34,12.58,10.73,13.01,11.54,10.18,10.58,4.27,.,.,.,.,.,.,.,.
20250128 _164632,45685.6989911806,1738082792.83889,00:00:00,25,25,25,25,25.01,25.01,25.01,24.97,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.36,12.61,10.65,11.38,9.38,10.03,8.51,-36.14,.,.,.,.,.,.,.,.
20250128 _164633,45685.6990027894,1738082793.84116,00:00:00,25.01,25,25,25,25,25,25,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.03,12.52,10.53,11.48,11.47,10.21,10.51,29.24,.,.,.,.,.,.,.,.
20250128 _164634,45685.6990143866,1738082794.84381,00:00:00,25.01,25,25.01,25,25,25,25,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.78,12.53,10.25,11.5,11.58,10.32,10.62,49.81,.,.,.,.,.,.,.,.
20250128 _164635,45685.6990262731,1738082795.87052,00:00:00,25.01,25,25,25,24.99,25,24.99,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.96,10.34,10.41,11.42,11.6,10.36,12.59,-49.47,.,.,.,.,.,.,.,.
20250128 _164636,45685.6990380093,1738082796.88444,00:00:00,25,25,24.99,25.01,25,25,24.99,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.16,12.48,10.64,9.48,11.51,10.27,10.81,25.84,.,.,.,.,.,.,.,.
20250128 _164637,45685.6990497454,1738082797.89884,00:00:00,24.99,25,24.99,25,25.01,25.01,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.31,12.6,10.82,11.25,11.37,10.04,10.62,-4.05,.,.,.,.,.,.,.,.
20250128 _164638,45685.699061331,1738082798.89949,00:00:00,25,25,25,25,25.01,25,25.01,24.79,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.23,12.62,10.63,11.33,11.21,11.92,10.49,47.05,.,.,.,.,.,.,.,.
20250128 _164639,45685.699073044,1738082799.9118,00:00:00,25.01,25,25.01,24.99,25,25,25.01,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11,12.54,10.39,13.38,11.53,10.19,10.44,-50.96,.,.,.,.,.,.,.,.
20250128 _164640,45685.6990846412,1738082800.91391,00:00:00,25.01,25.01,25.01,24.99,24.99,25,25,24.69,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.97,12.29,10.34,11.5,11.68,10.32,10.64,44.79,.,.,.,.,.,.,.,.
20250128 _164641,45685.6990963426,1738082801.92421,00:00:00,25,25.01,25,25,25,25,25,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.05,12.23,10.53,11.3,11.49,10.35,10.66,-34.22,.,.,.,.,.,.,.,.
20250128 _164642,45685.6991080787,1738082802.93828,00:00:00,24.99,25,24.99,25,25.01,25,25,24.76,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.3,12.43,12.57,11.26,11.35,10.13,10.56,5.62,.,.,.,.,.,.,.,.
20250128 _164643,45685.6991198148,1738082803.95276,00:00:00,25,25,24.99,25,25.01,25.01,25.01,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.23,14.48,10.72,11.35,11.32,10,10.44,-41.28,.,.,.,.,.,.,.,.
20250128 _164644,45685.6991315046,1738082804.96297,00:00:00,25,25,25,25,25,25,25.01,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.92,12.56,10.64,11.47,11.41,10.06,10.28,33.68,.,.,.,.,.,.,.,.
20250128 _164645,45685.6991432523,1738082805.97749,00:00:00,25.01,25,25.01,25,24.99,25,25,25.21,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.98,12.58,10.26,11.52,11.66,10.26,12.37,-56.9,.,.,.,.,.,.,.,.
20250128 _164646,45685.6991550347,1738082806.99571,00:00:00,25,25,25,25,24.99,24.99,25,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.07,12.61,10.31,11.31,11.71,10.4,10.57,48.06,.,.,.,.,.,.,.,.
20250128 _164647,45685.6991666435,1738082807.99889,00:00:00,25,24.99,25,25.01,25,25,24.99,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.2,12.77,10.52,11.15,11.51,10.33,10.72,-56.4,.,.,.,.,.,.,.,.
20250128 _164649,45685.6991783449,1738082809.00945,00:00:00,25,25,24.99,25,25.01,25,25,24.67,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.23,14.63,8.89,11.32,11.37,10.12,12.46,33.31,.,.,.,.,.,.,.,.
20250128 _164650,45685.6991899653,1738082810.01393,00:00:00,25,25,25,25,25,25,25,24.95,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.13,12.45,10.71,11.44,11.47,10.1,10.53,-16.26,.,.,.,.,.,.,.,.
20250128 _164651,45685.6992015625,1738082811.01521,00:00:00,25.01,25.01,25.01,24.99,25,25,25.01,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11,12.29,8.61,11.59,11.59,10.31,10.39,32.31,.,.,.,.,.,.,.,.
20250128 _164652,45685.6992132407,1738082812.02409,00:00:00,25.01,25,25.01,25,25,24.99,25,25.23,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.18,12.36,10.33,11.39,11.49,10.46,12.4,-61.39,.,.,.,.,.,.,.,.
20250128 _164653,45685.6992249884,1738082813.0391,00:00:00,25,25,25,25,25.01,25,24.99,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,13.09,12.59,10.53,11.26,11.36,10.39,10.72,49.07,.,.,.,.,.,.,.,.
20250128 _164654,45685.6992367593,1738082814.05618,00:00:00,24.99,25,24.99,25,25.01,25,24.99,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,13.14,12.63,10.81,11.46,11.33,10.19,10.77,-57.18,.,.,.,.,.,.,.,.
20250128 _164655,45685.6992484722,1738082815.06893,00:00:00,25,25,24.99,24.99,25,25.01,25,25.27,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.35,12.65,10.86,11.7,11.54,10.06,10.57,-20.96,.,.,.,.,.,.,.,.
20250128 _164656,45685.6992602894,1738082816.0893,00:00:00,25.01,25,25,24.99,24.99,25,25.01,24.83,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.14,10.48,10.55,11.67,11.7,10.13,10.45,3.84,.,.,.,.,.,.,.,.
20250128 _164657,45685.6992720486,1738082817.1054,00:00:00,25.01,25,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11,12.4,10.4,11.49,11.62,10.34,10.52,18.42,.,.,.,.,.,.,.,.
20250128 _164658,45685.6992837269,1738082818.11467,00:00:00,25,25,25,25.01,25,24.99,24.99,25.18,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.99,12.51,10.47,9.55,11.5,10.49,10.76,-46.3,.,.,.,.,.,.,.,.
20250128 _164659,45685.6992954514,1738082819.127,00:00:00,24.99,24.99,24.99,25,25,25,24.99,24.78,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.33,12.79,10.71,11.32,11.49,10.42,10.81,46.7,.,.,.,.,.,.,.,.
20250128 _164700,45685.6993071065,1738082820.13489,00:00:00,24.99,24.99,24.99,25,25,25,25,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.38,12.83,10.74,11.52,11.49,10.33,10.73,32.2,.,.,.,.,.,.,.,.
20250128 _164701,45685.6993187963,1738082821.14484,00:00:00,25,25,25,24.99,25.01,25,25.01,25.23,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.19,12.63,10.68,13.49,11.35,10.21,10.5,-11.95,.,.,.,.,.,.,.,.
20250128 _164702,45685.6993305093,1738082822.15619,00:00:00,25.01,25.01,25,25,25,25,25,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.05,12.36,10.55,9.93,11.44,10.18,10.58,-20.94,.,.,.,.,.,.,.,.
20250128 _164703,45685.6993420833,1738082823.15672,00:00:00,25,25.01,25.01,25,25,25,24.99,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.13,14.36,10.4,13.25,11.57,10.38,10.69,13.64,.,.,.,.,.,.,.,.
20250128 _164704,45685.699353669,1738082824.1576,00:00:00,25,25,25,25.01,24.99,24.99,24.99,24.77,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.1,12.64,10.6,9.59,11.71,10.51,10.94,45.99,.,.,.,.,.,.,.,.
20250128 _164705,45685.6993653241,1738082825.16461,00:00:00,25,25,24.99,25,25,25,25,25.28,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.1,12.67,10.73,11.37,9.62,10.45,10.77,-55.09,.,.,.,.,.,.,.,.
20250128 _164706,45685.6993769676,1738082826.17084,00:00:00,25,25,24.99,25,25,25,25,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.21,12.7,10.89,11.45,11.51,8.4,10.67,48.02,.,.,.,.,.,.,.,.
20250128 _164707,45685.6993885532,1738082827.17127,00:00:00,25,25,25,24.99,25,25,25.01,25.3,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.12,12.45,8.81,11.69,11.5,10.23,8.61,-40.88,.,.,.,.,.,.,.,.
20250128 _164708,45685.6994001389,1738082828.17263,00:00:00,25,25,25.01,25,25,25,25,24.71,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.11,12.42,10.45,11.63,11.37,10.21,10.6,37.61,.,.,.,.,.,.,.,.
20250128 _164709,45685.6994117708,1738082829.17721,00:00:00,25,25,25,25,25,25,25,25.26,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.1,12.65,10.65,11.42,11.45,10.3,10.71,-21.02,.,.,.,.,.,.,.,.
20250128 _164710,45685.6994233681,1738082830.17978,00:00:00,25.01,25,24.99,25,25,25,24.99,24.96,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.19,12.67,10.78,11.4,11.56,10.42,10.85,25.4,.,.,.,.,.,.,.,.
20250128 _164711,45685.6994350579,1738082831.18971,00:00:00,25,25,24.99,25,24.99,25,25,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.99,12.7,10.82,11.47,11.72,10.44,10.78,-47.15,.,.,.,.,.,.,.,.
20250128 _164712,45685.699446794,1738082832.20388,00:00:00,25,25,25.01,24.99,25,25,25,24.83,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.2,12.6,10.48,11.7,11.64,8.39,10.68,40.54,.,.,.,.,.,.,.,.
20250128 _164713,45685.6994583681,1738082833.20388,00:00:00,25,25.01,25.01,24.99,25,25,25.01,25.23,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.11,12.34,10.43,11.75,11.53,10.21,10.55,-53.49,.,.,.,.,.,.,.,.
20250128 _164714,45685.6994701042,1738082834.21757,00:00:00,25,25.01,24.99,25,25,25,25.01,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.11,12.27,12.52,11.44,11.53,10.3,10.51,47.69,.,.,.,.,.,.,.,.
20250128 _164715,45685.699481713,1738082835.22008,00:00:00,25,25,24.99,25.01,25,24.99,25,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.11,12.6,10.9,11.29,11.52,12.36,10.7,-47.57,.,.,.,.,.,.,.,.
20250128 _164716,45685.6994933102,1738082836.22252,00:00:00,25,24.99,24.99,25,25,24.99,24.99,25.21,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.1,12.75,10.84,11.36,11.51,10.55,10.83,-10.65,.,.,.,.,.,.,.,.
20250128 _164717,45685.6995050463,1738082837.23638,00:00:00,25,25,25,25,25.01,25,24.99,24.82,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.89,12.67,10.62,11.46,11.38,10.37,10.89,11.06,.,.,.,.,.,.,.,.
20250128 _164718,45685.6995167824,1738082838.25071,00:00:00,25.01,25,25.01,25,25,25,25,25.04,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.96,14.37,10.46,11.58,11.46,10.24,10.71,12.54,.,.,.,.,.,.,.,.
20250128 _164719,45685.6995284722,1738082839.26072,00:00:00,25,25.01,25,25,24.99,25,25.01,25.01,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.05,12.27,10.66,11.36,11.72,10.21,10.59,-35.64,.,.,.,.,.,.,.,.
20250128 _164720,45685.6995402083,1738082840.27495,00:00:00,25,25,24.99,25.01,25,25,25.01,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.17,12.48,10.81,11.21,11.65,10.18,10.55,29.25,.,.,.,.,.,.,.,.
20250128 _164721,45685.6995519444,1738082841.28872,00:00:00,25,24.99,25,25,25,25,25,25.15,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.19,14.68,10.73,11.39,11.55,10.28,10.63,-51.89,.,.,.,.,.,.,.,.
20250128 _164722,45685.699563669,1738082842.30198,00:00:00,25,24.99,25.01,25,25,25,24.99,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.21,14.72,10.49,11.5,11.55,10.4,10.86,-50.48,.,.,.,.,.,.,.,.
20250128 _164723,45685.6995754282,1738082843.31737,00:00:00,25,25,25.01,24.99,25,25,24.99,24.69,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.1,12.57,10.42,11.66,11.54,10.31,10.9,48.11,.,.,.,.,.,.,.,.
20250128 _164724,45685.6995871528,1738082844.33075,00:00:00,25,25.01,25,25,25.01,25,25,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.09,12.3,10.62,11.59,9.51,10.18,10.71,-38.32,.,.,.,.,.,.,.,.
