time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_D0,Current_temp_D1,Current_temp_D2,Current_temp_D3,Current_temp_D4,Current_temp_D5,Current_temp_D6,Current_temp_D7_Ableiter-/Heater,Target_temp_D0,Target_temp_D1,Target_temp_D2,Target_temp_D3,Target_temp_D4,Target_temp_D5,Target_temp_D6,Target_temp_D7_Ableiter-/Heater,kp_D0,kp_D1,kp_D2,kp_D3,kp_D4,kp_D5,kp_D6,kp_D7_Ableiter-/Heater,ki_D0,ki_D1,ki_D2,ki_D3,ki_D4,ki_D5,ki_D6,ki_D7_Ableiter-/Heater,kd_D0,kd_D1,kd_D2,kd_D3,kd_D4,kd_D5,kd_D6,kd_D7_Ableiter-/Heater,Output_D0,Output_D1,Output_D2,Output_D3,Output_D4,Output_D5,Output_D6,Output_D7_Ableiter-/Heater,BaSyTec Line.Loop_D0,BaSyTec Line.Loop_D1,BaSyTec Line.Loop_D2,BaSyTec Line.Loop_D3,BaSyTec Line.Loop_D4,BaSyTec Line.Loop_D5,BaSyTec Line.Loop_D6,BaSyTec Line.Loop_D7_Ableiter-/Heater
20250128 _175024,45685.7433345255,1738086624.1037,00:00:00,25.01,25.01,24.99,25,25.01,24.99,25,25.18,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.38,14.03,8.47,11.03,10.94,10.06,9.85,-24.23,.,.,.,.,.,.,.,.
20250128 _175025,45685.7433462847,1738086625.11924,00:00:00,25.01,25,25,25,25,24.99,24.99,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.34,12.05,10.13,11.03,11.16,10.11,10.11,-5.54,.,.,.,.,.,.,.,.
20250128 _175026,45685.7433580093,1738086626.13261,00:00:00,25,25,25,25,24.99,25,24.99,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,12.28,11.99,11.03,11.32,8.11,10.19,20.82,.,.,.,.,.,.,.,.
20250128 _175027,45685.7433696181,1738086627.13593,00:00:00,25,24.99,24.99,25,25,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,12.44,10.34,9.19,11.25,7.98,10.02,-39.92,.,.,.,.,.,.,.,.
20250128 _175028,45685.7433813542,1738086628.14945,00:00:00,25,25,24.99,25,25,25,25,25.27,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.59,12.35,10.5,10.89,11.26,9.81,10.03,-49.3,.,.,.,.,.,.,.,.
20250128 _175029,45685.7433931366,1738086629.16797,00:00:00,25,25,24.99,25,25,25,25,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.63,12.12,10.57,11.09,11.16,8.09,11.87,18.69,.,.,.,.,.,.,.,.
20250128 _175030,45685.743404838,1738086630.1789,00:00:00,25,25.01,25,24.99,25.01,25,25,25.22,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.66,11.97,8.36,11.36,11.02,10.03,9.95,-27.93,.,.,.,.,.,.,.,.
20250128 _175031,45685.7434165972,1738086631.19425,00:00:00,25.01,25,25,24.99,25,25,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,12.05,11.97,11.32,11.12,9.95,9.94,-16.21,.,.,.,.,.,.,.,.
20250128 _175032,45685.7434281944,1738086632.19695,00:00:00,25.01,25,25,25,25,25,25,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.51,12.29,10.29,11.26,11.11,9.84,9.93,4.88,.,.,.,.,.,.,.,.
20250128 _175033,45685.7434399074,1738086633.20873,00:00:00,25,24.99,25,25,25.01,25,25,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.48,12.46,8.53,11.17,10.97,9.91,9.92,-51.96,.,.,.,.,.,.,.,.
20250128 _175034,45685.7434516319,1738086634.22187,00:00:00,25,24.99,25,25,25.01,25,25,25.34,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.59,14.45,8.54,11.17,10.95,8.09,11.73,-66.16,.,.,.,.,.,.,.,.
20250128 _175035,45685.7434632176,1738086635.22252,00:00:00,25,25,25,25,25,25,25,24.66,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.85,12.3,11.97,11.16,11.17,10.04,9.89,29.46,.,.,.,.,.,.,.,.
20250128 _175036,45685.7434748148,1738086636.22461,00:00:00,24.99,25,25.01,25,24.99,25,24.99,25.3,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.67,12.17,10.04,11.05,11.44,10.07,11.95,-45.27,.,.,.,.,.,.,.,.
20250128 _175037,45685.7434865278,1738086637.23647,00:00:00,25,25,24.99,25,25,25,25,24.76,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.58,12.15,12.14,11.01,11.26,9.97,10.05,-5.51,.,.,.,.,.,.,.,.
20250128 _175038,45685.7434982407,1738086638.24879,00:00:00,25.01,25,24.99,25,25,25,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.45,12.25,10.51,10.99,11.15,9.85,10.08,-9.68,.,.,.,.,.,.,.,.
20250128 _175039,45685.7435099884,1738086639.26383,00:00:00,25.01,24.99,24.99,25,25,25,25,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.41,12.53,10.46,11.19,11.14,9.82,10.1,-41.68,.,.,.,.,.,.,.,.
20250128 _175040,45685.7435216088,1738086640.26702,00:00:00,25,25,25,24.99,25,25,25,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.71,12.44,8.47,11.31,13.15,9.91,10.11,-73.4,.,.,.,.,.,.,.,.
20250128 _175041,45685.7435333102,1738086641.27857,00:00:00,25,25,25,25,25,24.99,24.99,24.66,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.64,10.27,10.23,11.25,11.14,11.97,10.26,39.75,.,.,.,.,.,.,.,.
20250128 _175042,45685.7435449074,1738086642.28033,00:00:00,24.99,25,25,25,25,24.99,25,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.78,14.12,10.2,11.16,11.14,12.02,10.2,-37.19,.,.,.,.,.,.,.,.
20250128 _175043,45685.7435565162,1738086643.28329,00:00:00,25,25,24.99,25,25.01,25,25.01,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.7,12.15,12.21,11.15,9.11,9.99,9.98,16.06,.,.,.,.,.,.,.,.
20250128 _175044,45685.743568125,1738086644.28673,00:00:00,25.01,25,24.99,25,25,25,25.01,25.17,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.46,12.26,10.59,11.15,11.11,9.99,9.94,-2.83,.,.,.,.,.,.,.,.
20250128 _175045,45685.7435798843,1738086645.30205,00:00:00,25.01,24.99,24.99,25,25,25,25,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,12.51,10.51,11.15,11.1,8.02,10.02,37.17,.,.,.,.,.,.,.,.
20250128 _175046,45685.7435915972,1738086646.31498,00:00:00,25,25,25.01,25,25,25,25,25.19,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.5,12.44,8.41,11.13,11.1,9.86,10.14,-56.69,.,.,.,.,.,.,.,.
20250128 _175047,45685.7436032292,1738086647.31979,00:00:00,24.99,25,25.01,25,25,25,25,24.75,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.73,12.34,10.13,11.12,11.1,9.84,10.17,46.84,.,.,.,.,.,.,.,.
20250128 _175048,45685.7436148495,1738086648.32307,00:00:00,24.99,25,25,25,25,25,25,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.78,12.21,10.33,11.11,11.09,9.81,10.19,-64.93,.,.,.,.,.,.,.,.
20250128 _175049,45685.7436264583,1738086649.32637,00:00:00,25,25,24.99,25,25,25,25,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.18,8.68,11.1,11.09,10.01,10.21,35.44,.,.,.,.,.,.,.,.
20250128 _175050,45685.743638044,1738086650.32757,00:00:00,25,25,24.99,25,25,24.99,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.62,12.28,12.43,11.11,11.08,10.27,10.22,-0.98,.,.,.,.,.,.,.,.
20250128 _175051,45685.7436496528,1738086651.33034,00:00:00,25.01,25,25,25,25,24.99,24.99,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.49,12.41,10.44,11.1,11.07,10.21,10.37,17.65,.,.,.,.,.,.,.,.
20250128 _175052,45685.74366125,1738086652.33212,00:00:00,25.01,25,25.01,25,25,25,24.99,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.45,12.45,10.31,11.11,11.07,8.07,10.42,-33.1,.,.,.,.,.,.,.,.
20250128 _175053,45685.7436729745,1738086653.34592,00:00:00,25,25,25.01,25,25,25.01,25,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.66,12.36,8.39,11.1,11.07,9.8,10.23,36.59,.,.,.,.,.,.,.,.
20250128 _175054,45685.7436846644,1738086654.3552,00:00:00,24.99,25,25,25,25,25,25.01,25.19,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.81,12.22,10.37,11.1,11.07,9.87,9.98,-54.92,.,.,.,.,.,.,.,.
20250128 _175055,45685.7436964005,1738086655.36976,00:00:00,25,25,25,25,25,25,25.01,24.76,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.74,12.2,10.38,11.1,11.19,9.96,10.03,44.56,.,.,.,.,.,.,.,.
20250128 _175056,45685.7437081019,1738086656.38025,00:00:00,25.01,25,25,25,25,25,25,25.28,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.17,10.39,11.09,11.21,9.96,12.05,-61.77,.,.,.,.,.,.,.,.
20250128 _175057,45685.7437197222,1738086657.38497,00:00:00,25.01,25,25,25,25,25,24.99,25.2,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.37,12.27,10.28,11.08,11.1,9.96,10.36,-11.23,.,.,.,.,.,.,.,.
20250128 _175058,45685.7437314815,1738086658.40087,00:00:00,25.01,24.99,25,25,25,25,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.43,14.58,10.25,11.08,11.22,9.84,10.29,0.45,.,.,.,.,.,.,.,.
20250128 _175059,45685.743743206,1738086659.413,00:00:00,24.99,24.99,25,25,25,25,25,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.76,10.68,10.23,11.08,11.25,9.93,10.19,17.41,.,.,.,.,.,.,.,.
20250128 _175100,45685.7437549421,1738086660.42726,00:00:00,24.99,25,25,25,25,25,25.01,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.02,12.41,10.33,11.2,11.27,10.04,10.06,-30.7,.,.,.,.,.,.,.,.
20250128 _175101,45685.7437666319,1738086661.43797,00:00:00,25,25.01,24.99,25,25,24.99,25,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.76,12.15,10.46,11.22,11.32,10.17,10.13,37.92,.,.,.,.,.,.,.,.
20250128 _175102,45685.7437782407,1738086662.44017,00:00:00,25.01,25,24.99,25,24.99,25,24.99,25.18,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,12.2,10.61,11.24,11.46,10.11,10.37,-53.29,.,.,.,.,.,.,.,.
20250128 _175103,45685.7437899768,1738086663.45497,00:00:00,25,25,24.99,25,25,25,24.99,25.28,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.62,12.44,10.54,11.26,11.37,10.13,8.58,-36.02,.,.,.,.,.,.,.,.
20250128 _175104,45685.7438017014,1738086664.46795,00:00:00,25,24.99,25,24.99,25,25,25,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.61,12.73,10.44,11.39,11.39,10.16,10.34,25.21,.,.,.,.,.,.,.,.
20250128 _175105,45685.7438134375,1738086665.48103,00:00:00,25,24.99,25,24.99,25,25,25.01,25.19,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.7,10.31,13.13,11.41,10.18,8.3,-8.39,.,.,.,.,.,.,.,.
20250128 _175106,45685.7438250232,1738086666.48215,00:00:00,24.99,25,25,25,24.99,25,25.01,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.89,10.43,10.42,11.35,11.56,10.21,10.1,-1.05,.,.,.,.,.,.,.,.
20250128 _175107,45685.7438367014,1738086667.49148,00:00:00,24.99,25.01,25,25,25,24.99,25,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.95,12.09,10.43,11.37,11.49,12.19,12.1,19.28,.,.,.,.,.,.,.,.
20250128 _175108,45685.7438484028,1738086668.50206,00:00:00,25,25.01,25,24.99,25.01,25,24.99,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.96,12.13,10.44,11.5,11.27,12.1,10.42,-32.87,.,.,.,.,.,.,.,.
20250128 _175109,45685.7438601273,1738086669.51513,00:00:00,25,25,25,24.99,25.01,25,24.99,25.28,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.76,12.46,10.45,13.23,11.12,10.06,10.58,-54.93,.,.,.,.,.,.,.,.
20250128 _175110,45685.7438717477,1738086670.51926,00:00:00,25.01,24.98,24.99,25,25.01,25.01,25,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.83,12.77,10.45,11.47,11.18,9.91,10.41,41.19,.,.,.,.,.,.,.,.
20250128 _175111,45685.7438834838,1738086671.53316,00:00:00,25,24.99,25,25.01,25,25,25,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.75,10.47,11.14,11.39,9.98,10.3,-39.47,.,.,.,.,.,.,.,.
20250128 _175112,45685.7438951042,1738086672.53768,00:00:00,25,25,25,25,25,25,25,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.83,12.42,10.48,12.91,11.41,10.07,10.3,27.68,.,.,.,.,.,.,.,.
20250128 _175113,45685.7439069213,1738086673.55854,00:00:00,25,25.01,25,25,24.99,25,25,25.2,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.73,12.12,10.48,11.27,11.56,12,10.29,-11.32,.,.,.,.,.,.,.,.
20250128 _175114,45685.7439185648,1738086674.5641,00:00:00,25,25,25,25,25,25,25.01,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.3,10.5,11.38,11.49,10.07,10.17,1.65,.,.,.,.,.,.,.,.
20250128 _175115,45685.7439301852,1738086675.56803,00:00:00,25,24.99,24.99,25,25,25,25.01,25.17,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.66,10.63,11.4,11.38,10.19,10.14,-54.87,.,.,.,.,.,.,.,.
20250128 _175116,45685.7439419213,1738086676.58208,00:00:00,25,24.99,24.99,25,25.01,25,25,24.77,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.86,10.67,11.42,11.25,10.22,10.34,42.55,.,.,.,.,.,.,.,.
20250128 _175117,45685.7439534954,1738086677.58235,00:00:00,25,25,25,24.99,25,24.99,24.99,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.72,12.56,10.46,11.56,11.33,10.37,10.6,-56.44,.,.,.,.,.,.,.,.
20250128 _175118,45685.7439651968,1738086678.59345,00:00:00,25,25.01,25.01,25,24.99,25,24.98,24.69,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.71,12.28,10.3,9.66,11.45,10.2,12.62,42.79,.,.,.,.,.,.,.,.
20250128 _175119,45685.7439768981,1738086679.60479,00:00:00,25,25,25.01,25,24.99,25,25,25.29,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.83,12.35,10.24,11.26,11.61,10.08,10.55,-39.66,.,.,.,.,.,.,.,.
20250128 _175120,45685.7439885764,1738086680.6134,00:00:00,25,25,25,25.01,25.01,25,25.01,24.72,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.65,12.59,10.45,11.11,9.38,10.05,10.19,27.88,.,.,.,.,.,.,.,.
20250128 _175121,45685.7440003241,1738086681.62841,00:00:00,25,25,24.99,25,25.01,25,25.01,25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.86,12.61,12.36,13.12,11.14,10.26,11.96,-40.3,.,.,.,.,.,.,.,.
20250128 _175122,45685.744011956,1738086682.63394,00:00:00,25,25,25,24.99,25,25,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.88,12.64,10.5,11.54,11.31,10.28,12.22,41.32,.,.,.,.,.,.,.,.
20250128 _175123,45685.744023669,1738086683.64571,00:00:00,25,25,25,25,24.99,25,24.99,25.27,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.9,12.41,10.52,11.38,11.56,10.2,10.67,-56.31,.,.,.,.,.,.,.,.
20250128 _175124,45685.7440352778,1738086684.64812,00:00:00,24.99,25.01,24.99,25,24.99,25.01,24.99,24.69,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.92,12.37,10.66,11.26,11.61,9.96,10.75,42,.,.,.,.,.,.,.,.
20250128 _175125,45685.7440469676,1738086685.658,00:00:00,24.99,25,25,25,25,25.01,25,24.79,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.06,12.34,10.69,11.24,11.4,9.93,10.57,9.48,.,.,.,.,.,.,.,.
20250128 _175126,45685.7440585532,1738086686.65957,00:00:00,25,25,25,25,25.01,25,25.01,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11,12.58,10.48,13.25,11.27,10.11,10.21,-6.37,.,.,.,.,.,.,.,.
20250128 _175127,45685.7440702778,1738086687.67229,00:00:00,25.01,24.99,25.01,25,25,25,25.01,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.77,12.74,10.21,9.78,11.23,10.23,10.13,-30.03,.,.,.,.,.,.,.,.
20250128 _175128,45685.744081875,1738086688.67407,00:00:00,25.01,25,25,25,24.99,25,24.99,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.82,12.67,10.38,11.4,11.59,10.27,10.55,37.81,.,.,.,.,.,.,.,.
